name,cnpj,isin,assetCode,fundBegin,currency,isEsg,manager,administrator,custody,investmentType,categoryCvm,anbimaRating,benchmark,applyOpen,minimumInitialInvestment,minimumMoviment,minimumBalanceRemain,timeLimit,hourInvestimentRescue,investimentQuota,rescueQuota,rescueFinancialSettlement,investmentFinancialSettlement,administrationFee,administrationFeeMax,performanceFee,profitabilityDay,profitabilityMonth,profitabilityYear,subcategoryInitials,subclassCode,isExternalPensionFund,isPensionFund,fundCGE
SPX PATRIOT FICFIA,15334585000153,BRFLC6CTF009,5924648,2012-07-06T00:00:00.000-0300,BRL,false,SPX GESTAO DE RECURSOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Ações,Ações Livre,IBX,true,5000,5000,5000,14:10,14:10,D+1,D+30,D+32,D+0,0.7000000000000001,,20,-0.3874013,-0.9515176000000001,1.5997827,LONG_ONLY,,false,false,4047905
SFA EAC FICFIA BDR NIVEL I,07187517000180,BRFJACCTF004,7446218,2013-05-31T00:00:00.000-0300,BRL,false,SFA INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,1000,1000,1000,14:10,14:10,D+0,D+28,D+30,D+0,1.85,,20,-1.1807078,-5.1852155,-1.7793645,LONG_ONLY,,false,false,290176
FATOR MACRO FICFIM,29613915000154,BR0069CTF015,4453162,2018-12-14T00:00:00.000-0300,BRL,false,FAR - FATOR ADMINISTRACAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,1000,1000,1000,15:20,15:20,D+0,D+4,D+5,D+0,1.87,,20,0.1275717,0.7069131,8.2746165,,,false,false,1919272
AZ QUEST TOP LONG BIASED FICFIA,13974750000106,BRQNY1CTF009,1703302,2011-10-18T00:00:00.000-0300,BRL,false,AZ QUEST INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,0,0,0,14:10,14:10,D+1,D+30,D+32,D+0,2,,20,-0.7606272000000001,-0.5811002000000001,-0.9085139,LONG_BIASED,,false,false,547717
AQR Long Biased Equities FIM IE Access,35002927000145,,5063480,2020-02-20T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,5000,5000,5000,15:00,15:00,D+1,D+8,D+12,D+0,0.8,,0,0.2012228,4.9945381,4.4149927,LONG_SHORT,,false,false,2830351
Kinea Chronos FIM,21624757000126,BRKMC1CTF002,1616653,2015-06-08T00:00:00.000-0300,BRL,false,KINEA INVESTIMENTOS LTDA.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,1,1,1,14:10,14:10,D+0,D+5,D+6,D+0,2,,20,-0.2047004,0.1670177,3.8612708,,TV0KI1744744066,false,false,528296
Sparta Debentures Incent IPCA FICFIIIRF,39959025000152,,4403546,2021-01-29T00:00:00.000-0300,BRL,false,SPARTA ADMINISTRADORA DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,IMA-B5,true,1000,100,100,14:10,14:10,D+1,D+30,D+32,D+0,0.8,,0,-0.0564104,-0.10259270000000001,3.6575968,INFLACAO,,false,false,1818545
EMPIRICUS FOF MF GLOBAL FIM,33925183000105,,5551126,2020-03-19T00:00:00.000-0300,USD,false,EMPIRICUS ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,CDI,true,5000,100,100,16:10,16:10,D+0,D+15,D+17,D+0,0.75,,10,0.5986099,0.3728094,-4.0017879999999995,,,false,false,3506416
EMPIRICUS INFLACAO CURTA FIRF,46063296000190,BR0BZYCTF000,7015450,2022-04-29T00:00:00.000-0300,BRL,false,EMPIRICUS ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,-,true,1000,100,100,16:10,16:10,D+0,D+0,D+1,D+0,0.15,,,-0.1032494,-0.1234563,6.0106598,INFLACAO,,false,false,5916959
CONSTELLATION INSTITUCIONAL FICFIA,16948298000104,BRCON5CTF008,1665659,2012-12-06T00:00:00.000-0300,BRL,false,CONSTELLATION INVESTIMENTOS E PARTICIPACOES LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,50000,1000,1000,15:20,15:20,D+1,D+60,D+62,D+0,2,,20,-0.5285495,-3.2642531,-7.7047938,LONG_ONLY,,false,false,537097
TAVOLA EQUITY HEDGE 15 FIM,40575693000165,,4344085,2021-02-05T00:00:00.000-0300,BRL,false,TAVOLA CAPITAL GESTAO DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Long And Short Direcional,CDI,true,5000,1000,5000,15:20,15:20,D+0,D+15,D+16,D+0,2,,20,0.1557672,0.321677,2.4640892,LONG_SHORT,,false,false,1644734
COMPASS NINETY ONE GL FRAN BRL FICFIA IE,41088640000182,,4318554,2021-04-09T00:00:00.000-0300,BRL,false,VINCI SOLUCOES DE INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,CDI,true,1000,1000,1000,15:20,15:20,D+1,D+1,D+6,D+0,0.8,,0,0.0777419,1.1473441,-0.1893632,LONG_ONLY,,false,false,1590849
ROBECO GL CREDITS FICFIM IE,29178368000126,,3854219,2018-05-30T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,-,true,500,500,500,15:00,15:00,D+1,D+2,D+5,D+0,0.9,,,0.11889,0.42694150000000003,3.8160697,CREDITO_POS,,false,false,1187497
VERDE FICFIM ACCESS,40716583000176,,5094553,2021-02-22T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,5000,1000,1000,15:20,15:20,D+0,D+59,D+60,D+0,0,,,-0.1208309,-0.7369284,6.862443,,,false,false,2852955
RYO LB FICFIM ACCESS,43214564000130,,4974006,2021-09-16T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,-,true,5000,1000,5000,15:20,15:20,D+1,D+30,D+32,D+0,1,,,-0.6064171,-1.5741725,0.3583886,LONG_BIASED,,false,false,2617853
Itau Action Deb Inc Dist FICFIIIRF CrPr,42826922000100,BR0BSKCTF004,5742167,2022-04-08T00:00:00.000-0300,BRL,false,ITAU UNIBANCO ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,IMA-B5,true,0,1,0,12:40,12:40,D+0,D+21,D+22,D+0,0.85,,20,-0.5565995,-2.2460766,-0.5331115,INFLACAO,,false,false,3843066
Nu IPCA Dinâmico FICFIRF,58237182000107,BR0MPJCTF009,13342071,2025-04-08T00:00:00.000-0300,BRL,false,NU ASSET MANAGEMENT LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre soberano,IMA-B,true,100,100,100,14:40,14:40,D+0,D+1,D+2,D+0,0.65,,0,-0.3543851,-1.0158927,2.4196038,INFLACAO,,false,false,20564594
Gama Portolan Equity BRL FIF Ações IE,57034741000100,,12804077,2024-09-03T00:00:00.000-0300,BRL,false,GAMA INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,,Investidores em geral (Não qualificados),Ações,Ações Investimento no Exterior,CDI,false,250000,10000,250000,13:40,13:40,D+1,D+1,D+4,D+0,0.2,,,-1.5899542,3.2541979999999997,27.5046945,LONG_ONLY,,false,false,19495730
MAG Global Equity FICFIM IE,38001966000116,BR05DPCTF001,3995319,2020-10-14T00:00:00.000-0300,USD,false,MONGERAL AEGON INVESTIMENTOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,-,true,1000,500,500,14:40,14:40,D+1,D+1,D+4,D+0,0.7000000000000001,,,1.3066959999999999,1.4233681,-5.6849961,LONG_ONLY,,false,false,1276645
REAL INVESTOR FICFIA BDR NIVEL I,10500884000105,BRRPS6CTF003,1861971,2012-02-28T00:00:00.000-0300,BRL,false,REAL INVESTOR ASSET MANAGEMENT LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,5000,1000,5000,14:10,14:10,D+1,D+27,D+29,D+0,1.85,,15,0.0157115,-2.0342117,-4.9005507,LONG_ONLY,,false,false,620219
MAG Renda Fixa FI,11435287000107,BRMGR3CTF007,1692412,2010-09-01T00:00:00.000-0300,BRL,false,MONGERAL AEGON INVESTIMENTOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,1000,500,500,14:10,14:10,D+0,D+0,D+0,D+0,0.3,,,0.0465635,0.5928826,6.3906046,POS_FIXADO,,false,false,538016
EMPIRICUS MACRO SELECT FIM,47529572000126,BR0DOPCTF008,7015378,2022-09-30T00:00:00.000-0300,BRL,false,EMPIRICUS ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,1000,1000,1000,16:10,16:10,D+0,D+30,D+31,D+0,0.9,,20,-0.20691890000000002,-0.9261399,-1.9199586000000002,,,false,false,5916956
XP Debentures Incentivadas CDI FIRF Infr,63464761000114,BR0QEGCTF000,16108578,2025-12-12T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,0,0,0,14:40,14:40,D+0,D+30,D+31,D+0,0.32,,0,0.056665999999999994,0.9282232,4.0719522,CREDITO_POS,,false,false,60474664
GENOA CAPITAL ARPA FICFIM,37495383000126,,4542677,2021-04-30T00:00:00.000-0300,BRL,false,GENOA CAPITAL GESTORA DE RECURSOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORE,Investidores qualificados,Multimercados,Multimercado livre,IBOVESPA,true,500,100,100,14:10,14:10,D+1,D+30,D+32,D+0,1.9000000000000001,,20,-0.8673731,-1.7466453,0.3710236,LONG_BIASED,,false,false,2048683
Ibiuna Total Return Subclasse,55038873000185,,13578441,2025-04-11T00:00:00.000-0300,BRL,false,IBIUNA MACRO GESTAO DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,,Investidores qualificados,Ações,Ações Livre,CDI,true,1000,100,1000,14:10,14:10,D+1,D+30,D+31,D+0,1.97,,20,-0.1666173,-2.7026745,-13.4946585,LONG_BIASED,HHUIK1744401049,false,false,20861143
Daemon Nous Glonal FICFIM,34702572000134,,4413419,2020-02-26T00:00:00.000-0300,BRL,false,DAEMON INVESTIMENTOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,10000,1000,0,14:10,14:10,D+1,D+15,D+18,D+0,2,,20,-0.3664972,-2.5059861,-1.045863,,,false,false,1827794
VINLAND FIINV DEB INFRA RF CrPr ATIVO LP,50862124000154,,8432326,2023-07-18T00:00:00.000-0300,BRL,false,VINLAND CAPITAL MANAGEMENT CREDITO PRIVADO GESTORA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,1000,1000,1000,13:40,13:40,D+1,D+30,D+31,D+0,1,,25,0.19067810000000002,0.8868698,2.5945824,ATIVO,UPUYD1748973236,false,false,8888939
GQG FEEDER FICFIA IE USD,38318112000168,BR09JFCTF001,5087512,2020-10-19T00:00:00.000-0300,USD,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,CDI,true,10000,10000,10000,14:10,14:10,D+1,D+1,D+4,D+0,0.5,,,-0.617947,-0.6312092,-2.8757494,LONG_ONLY,,false,false,2864771
AZ QUEST BAYES LB SIST FIM,36499625000197,,4296320,2020-05-29T00:00:00.000-0300,BRL,false,BAYES CAPITAL MANAGEMENT INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,IMA-B5,true,500,100,500,15:20,15:20,D+1,D+14,D+16,D+0,2,,20,-0.5480799000000001,-0.7214629,7.9219736,LONG_BIASED,,false,false,1535425
BTG Hedge FIRF CrPr Subclasse A,00888897000131,BRPCHECTF009,5031121,1995-10-31T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,1000,1000,1000,15:10,15:10,D+0,D+0,D+1,D+0,0.75,,20,0.0823246,0.5712889,6.6283708,ATIVO,MZMRC1747322915,false,false,2762127
STK LB FICFIA,12282747000169,BRSTK6CTF006,1696709,2010-09-30T00:00:00.000-0300,BRL,false,STK CAPITAL GESTORA DE RECURSOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Ações,Ações Valor/Crescimento,IPCA,true,5000,1000,5000,13:40,13:40,D+1,D+30,D+32,D+0,2,,20,-0.22650230000000002,-1.7899745,0.1676799,LONG_BIASED,,false,false,545030
JPM GL BOND OPPORTUNITIES CL A FICFIM IE,29587389000103,BRGBN1CTF008,3583786,2018-05-14T00:00:00.000-0300,BRL,false,JP MORGAN ADMINISTRADORA DE CARTEIRAS BRASIL LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,CDI,false,5000,1000,1000,14:10,14:10,D+1,D+1,D+5,D+0,0.9,,,0.12387050000000001,0.8501543,5.3547954,CREDITO_POS,,false,false,1139247
Bradesco DI FICFIRFRef,32158410000151,BR00W0CTF000,1929829,2018-12-28T00:00:00.000-0300,BRL,false,BANCO BRADESCO S.A.,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,10000,30,30,14:10,14:10,D+0,D+0,D+0,D+0,0.25,,,0.058471800000000004,0.6534219,6.3436091,POS_FIXADO,,false,false,676873
Galapagos Evolution FICFIM Subclasse A,36440431000116,BR057RCTF001,2685191,2020-05-07T00:00:00.000-0300,BRL,false,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPACOES LT,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,5000,5000,5000,15:20,15:20,D+0,D+30,D+31,D+0,2,,20,-0.2175715,-0.1213692,3.6756159,,DWAZN1747767272,false,false,969290
Safra Inteligencia Artificial FIM,54401649000143,,18066749,2024-03-27T00:00:00.000-0300,BRL,false,SAFRA  DISTRIBUIDORA DE TITULOS E VALORES MO,SAFRA ASSET CORRETORA DE TITULOS E VALORES MOBILIA,,Investidores em geral (Não qualificados),Multimercados,Multimercados Estrategica Especifica,IMA-B,true,5000,1000,1000,14:10,14:10,D+1,D+1,D+4,D+0,0.44,,20,-1.3694891,-1.8236466,40.986897,TEMATICOS,,false,false,64030334
UJAY CASH FIM,47032680000199,BR0CRHCTF000,6529691,2022-08-25T00:00:00.000-0300,BRL,false,UJAY CAPITAL INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,100,100,100,15:20,15:20,D+0,D+0,D+1,D+0,0.7000000000000001,,20,0.0653198,0.5943191,6.3208429,CREDITO_POS,,false,false,4610459
V8 SPEEDWAY LS FICFIM,39354762000121,,7917897,2022-11-17T00:00:00.000-0300,BRL,false,V8 CAPITAL GESTAO DE INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DISTRIBUIDORA DE T,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,100,100,100,14:10,14:10,D+1,D+15,D+17,D+0,2,,20,-0.1246097,0.4718718,3.4334994,LONG_SHORT,,false,false,8524576
OPEN VISTA CIENCIAS MEDICAS FIA IE,27181717000133,,1876001,2018-11-14T00:00:00.000-0300,USD,false,SOMMA INVESTIMENTOS S.A.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Investimento no Exterior,-,true,5000,200,200,15:20,15:20,D+1,D+1,D+6,D+0,1.75,,,-0.1839551,0.5152255,-11.3493508,LONG_ONLY,,false,false,620825
VOX Desenv Sustentavel IS FIRF CrPr LP,44977584000125,,7167246,2022-05-19T00:00:00.000-0300,BRL,false,VOX CAPITAL GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO B3 S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,100,100,100,15:20,15:20,D+0,D+5,D+6,D+0,0.4,,0,0.0701811,0.6176969999999999,6.3482515,CREDITO_POS,WAUMP1759499434,false,false,6000086
Ibiuna Long Biased Ações Subclasse,46205896000146,,13996916,2025-06-05T00:00:00.000-0300,BRL,false,IBIUNA ACOES GESTAO DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,,Investidores qualificados,Ações,Ações Livre,CDI,true,1000,1000,1000,14:10,14:10,D+1,D+30,D+32,D+0,2,,20,-0.3007867,-4.272413,-18.0723397,LONG_BIASED,SXF8N1744668480,false,false,20925590
Encore Valor Dividendos Subclasse FIA,62808774000109,BR0PPUCTF017,15688079,2025-10-10T00:00:00.000-0300,BRL,false,ENCORE GESTAO DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Dividendos,CDI,true,500,100,0,14:40,14:40,D+1,D+30,D+32,D+0,2,,20,-0.9825392000000001,-1.7272121,0.2097105,LONG_ONLY,RDVHP1758310012,false,false,58025525
PERFIN FORESIGHT INSTITUCIONAL FICFIA,10608762000129,,1669658,2009-06-02T00:00:00.000-0300,BRL,false,PERFIN EQUITIES ADMINISTRACAO DE RECURSOS LTDA.,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Ações,Ações Livre,IPCA,true,5000,1000,1000,14:10,14:10,D+0,D+30,D+32,D+0,1.85,,20,-0.7925033,-0.39799070000000003,2.9936413,LONG_ONLY,,false,false,537425
BTG CRED CORP INCENTIVADO FICFIIIRF RL,30934757000113,,3842211,2018-12-03T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,500,100,100,15:10,15:10,D+0,D+6,D+7,D+0,0.8,,20,0.0951119,1.1554913,4.5730325,CREDITO_POS,,false,false,1173342
Ouro Preto Real FICFIRF LP,23970201000117,BRRCO2CTF001,4445951,2016-09-08T00:00:00.000-0300,BRL,false,OURO PRETO GESTAO DE RECURSOS S.A.,BANCO DAYCOVAL S.A.,BANCO DAYCOVAL S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,100,100,100,13:40,13:40,D+1,D+2,D+3,D+0,0.6,,,0.0546317,0.6093388,6.5726827,CREDITO_POS,,false,false,1904633
BLACKROCK DYNAMIC HIGH INCOME FICFIM IE,33361831000148,BR01QPCTF002,4742615,2019-06-26T00:00:00.000-0300,BRL,false,BLACKROCK BRASIL GESTORA DE INVESTIMENTOS LTDA,BANCO BNP PARIBAS BRASIL S.A.,BANCO BNP PARIBAS BRASIL S.A.,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,-,true,1000,100,500,14:10,14:10,D+1,D+1,D+5,D+0,0.9,,,0.1778251,1.0088284,9.0366321,,,false,false,2348531
ARX EVEREST FIRF CrPr,32102131000176,BR00RECTF006,2067166,2018-12-13T00:00:00.000-0300,BRL,false,ARX INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Renda Fixa,RF duração baixa grau de investimento,CDI,true,1000,1000,1000,14:10,14:10,D+0,D+60,D+61,D+0,0.7000000000000001,,,0.0159021,0.652978,5.7836577,CREDITO_POS,,false,false,804433
WHG G LB FCFM IE PCO,41409761000189,BR0BWHCTF002,7590604,2021-04-19T00:00:00.000-0300,BRL,false,WEALTH HIGH GOVERNANCE ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S A (PARCERIAS),Investidores qualificados,Ações,Ações Investimento no Exterior,IBOVESPA,false,5000,5000,5000,14:10,14:10,D+1,D+25,D+30,D+0,2,,20,0.7245108,-0.9158059000000001,23.5712361,LONG_BIASED,,false,false,8289283
Riza Evora Deb Icentivadas FICFIRF CrPr,48969198000142,BR0EIVCTF006,7657865,2022-12-30T00:00:00.000-0300,BRL,false,RIZA LIQUIDOS GESTORA DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,500,100,500,15:20,15:20,D+0,D+30,D+31,D+0,0.7000000000000001,,10,-0.1782718,-0.4575343,2.5027833,ATIVO,,false,false,8338086
ORRAM 90 FICFIDC,51364521000169,,8733193,2023-07-27T00:00:00.000-0300,BRL,false,ORRAM GESTAO DE RECURSOS LTDA,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARI,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARI,Investidores qualificados,Direitos Creditórios,Direitos Creditórios,CDI,true,1000,1000,1000,13:40,13:40,D+0,D+90,D+91,D+0,1,,20,0.1320772,0.725495,7.6132142,CREDITO_ESTRUTURADO_1,,false,false,9139329
BTG Smart Opportunities ETFs FIM CrPr RL,57879610000124,BR0MFVCTF005,11429859,2024-11-01T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Estrategica Especifica,-,true,1000,1000,1000,14:40,14:40,D+0,D+0,D+2,D+0,0.75,,,-0.264079,-0.2890298,3.6607976,,,false,false,19541857
BTGP SYNERGY LONG BIAS FIF ACOES RL,60015897000159,,13212089,2025-03-31T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,0,1,0,14:40,14:40,D+1,D+30,D+32,D+0,2,,20,-1.3248959,-0.2498194,-2.4749651,LONG_BIASED,L25CL1742998652,false,false,20423253
A1 FICFIRF LP RL,53847813000188,BR018CTF007,9670756,2024-02-29T00:00:00.000-0300,BRL,false,ASSET1 INVESTIMENTOS S.A.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração alta crédito livre,CDI,true,1000,1000,1000,14:10,14:10,D+1,D+0,D+1,D+0,0.9,,20,0.0246615,0.1380682,4.7205766,ATIVO,,false,false,15286777
NORD AT 45 FICFIA,47328494000100,BR0D2RCTF006,6343117,2022-08-12T00:00:00.000-0300,BRL,false,NORD GESTORA DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,0,1,0,15:20,15:20,D+0,D+45,D+47,D+0,1.5,,15,0.109606,-4.2921549,-6.7227394,LONG_ONLY,,false,false,4436656
Itau Precision Advanced Dist FICFIM,66299778000151,,18629297,2026-06-02T00:00:00.000-0300,BRL,false,ITAU UNIBANCO ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,1,1,1,14:10,14:10,D+0,D+60,D+61,D+0,0.85,,20,0.0254337,0.1694388,0.1694388,,,false,false,65301559
