name,cnpj,isin,assetCode,fundBegin,currency,isEsg,manager,administrator,custody,investmentType,categoryCvm,anbimaRating,benchmark,applyOpen,minimumInitialInvestment,minimumMoviment,minimumBalanceRemain,timeLimit,hourInvestimentRescue,investimentQuota,rescueQuota,rescueFinancialSettlement,investmentFinancialSettlement,administrationFee,administrationFeeMax,performanceFee,profitabilityDay,profitabilityMonth,profitabilityYear,subcategoryInitials,subclassCode,isExternalPensionFund,isPensionFund,fundCGE
Vinci Special Opportunities Hedged FIM,61703296000100,BR0OY0CTF004,16697859,2026-01-20T00:00:00.000-0300,BRL,false,VINCI GESTORA DE RECURSOS LTDA (GESTAO),BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores profissionais,Multimercados,Multimercados Investimento no Exterior,CDI,true,0,0,0,14:40,14:40,D+0,D+62,D+67,D+0,0.07,,,0.0207571,0.35567540000000003,3.1050606,TEMATICOS,,false,false,61270270
ALASKA BLACK FICFIA II BDR NIVEL I,26648868000196,,1741020,2017-01-03T00:00:00.000-0300,BRL,false,ALASKA INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,1000,500,1000,15:20,15:20,D+1,D+30,D+32,D+0,2,,20,-2.1395776,-10.2098428,-14.3588365,LONG_ONLY,,false,false,562087
Vinland Credito Estruturado FICFIM CrPr,47640954000122,BR0DHBCTF002,8483444,2023-02-28T00:00:00.000-0300,BRL,false,VINLAND CAPITAL MANAGEMENT CREDITO PRIVADO GESTORA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Direitos Creditórios,Direitos Creditórios,CDI,true,1,1,1,14:50,14:50,D+0,D+180,D+181,D+0,1.2,,20,0.0706469,1.1622599,7.4116327,CREDITO_ESTRUTURADO_1,,false,false,8900838
SPARTA MAX FICFIRF CrPr LP,26773148000152,BRSII1CTF004,2044379,2017-05-03T00:00:00.000-0300,BRL,false,SPARTA ADMINISTRADORA DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Renda Fixa,RF duração média crédito livre,CDI,false,1000,100,100,14:10,14:10,D+0,D+30,D+31,D+0,0.35000000000000003,,0.35000000000000003,0.0802607,0.6389493,6.3884096,CREDITO_POS,,false,false,790276
CANUMA CAP USA REITS REAIS FIA BDR I,44515610000101,,5341660,2022-01-07T00:00:00.000-0300,BRL,false,CANUMA CAPITAL LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,-,true,5000,1000,5000,15:20,15:20,D+1,D+13,D+15,D+0,1.9000000000000001,,20,0.0622273,1.5840714,10.6392683,IMOBILIARIO,,false,false,3196667
MORE TOTAL RETURN FICFIMI CrPr,40141547000121,,4108251,2021-01-07T00:00:00.000-0300,BRL,false,MORE INVEST GESTORA DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercado livre,-,true,100,100,100,15:20,15:20,D+1,D+29,D+30,D+0,1.5,,,0.0166256,-0.4115032,0.1915666,CREDITO_ESTRUTURADO_1,,false,false,1326158
Solis Antares Light CrPr FICFIDC,34780531000166,,4740291,2019-09-27T00:00:00.000-0300,BRL,false,SOLIS INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Direitos Creditórios,Direitos Creditórios,CDI,true,10000,1000,1000,15:20,15:20,D+0,D+44,D+45,D+0,0.91,,20,0.057780700000000004,0.6436307,6.8913364,CREDITO_ESTRUTURADO_1,,false,false,2345930
AZ QUEST LUCE II FICFIRF CrPr LP,52279563000164,,8976516,2023-09-29T00:00:00.000-0300,BRL,false,AZ QUEST MZK INVESTIMENTOS MACRO E CREDITO LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,false,500,500,500,14:10,14:10,D+0,D+0,D+1,D+0,0.65,,0,0.0550896,0.5919988,5.2187162,CREDITO_POS,,false,false,9258509
GAMA BRIDGEWATER RISK PREMIUM FICFIM,36327569000103,,3077576,2020-08-14T00:00:00.000-0300,USD,false,GAMA INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores profissionais,Multimercados,Multimercados Investimento no Exterior,CDI,true,50000,5000,5000,14:10,14:10,D+2,D+0,D+2,D+0,0.4,,,0.3494219,0.7563545,1.8953567,,,false,false,1051379
M8 Yield FIRF Ref,58481477000116,BR0MVYCTF006,12827002,2025-02-20T00:00:00.000-0300,BRL,false,M8 PARTNERS GESTORA DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,100,100,100,15:20,15:20,D+0,D+7,D+9,D+0,0.7000000000000001,,10,0.0606448,0.6384552,6.4062077,CREDITO_POS,,false,false,20123676
JANUS HENDERSON GL TECH FICFIA IE,38318178000158,BR05H0CTF004,5087498,2021-04-07T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,5000,5000,5000,15:00,15:00,D+1,D+2,D+5,D+0,1,,,1.2898205,-3.1659625,14.6317167,LONG_ONLY,,false,false,2864785
Vinland Debentures Incentivado Infra FIR,57075698000121,,13174636,2024-12-18T00:00:00.000-0300,BRL,false,VINLAND CAPITAL MANAGEMENT CREDITO PRIVADO GESTORA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,1000,1000,1000,13:10,13:10,D+1,D+30,D+31,D+0,0.9,,10,0.0606922,0.2315177,2.0406851,INFLACAO,VDSDZ1733951033,false,false,20231779
Nikos Cash Simples FIRF LP,45963889000140,BR0CY4CTF000,10387802,2022-07-29T00:00:00.000-0300,BRL,false,NIKOS GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,Renda Fixa Simples,CDI,true,0,1,0,15:20,15:20,D+0,D+0,D+0,D+0,0.5,,,0.050137600000000004,0.6090529,6.1023058,POS_FIXADO,,false,false,18287179
WHG RF DINAMICO FICFIM,41978534000174,BR09EHCTF008,6198104,2021-08-31T00:00:00.000-0300,BRL,false,WEALTH HIGH GOVERNANCE ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,5000,5000,5000,14:10,14:10,D+1,D+5,D+6,D+0,0.93,,10,0.0415889,0.6994853,4.8879216,ATIVO,,false,false,4298980
BNP Paribas Match DI FIRF CrPr,09636393000107,BRMAT1CTF005,1655361,2008-09-15T00:00:00.000-0300,BRL,false,BNP PARIBAS ASSET MANAGEMENT BRASIL LTDA,BANCO BNP PARIBAS BRASIL S.A.,BANCO BNP PARIBAS BRASIL S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa grau de investimento,CDI,true,100,100,100,14:40,14:40,D+0,D+0,D+0,D+0,0.35000000000000003,,,0.053570400000000004,0.6489311,6.3949803,POS_FIXADO,,false,false,535154
ASA GAUSS CLASSE DE INVESTIMENTO EM COTAS DE CLASSE DE INVESTIMENTO MULTIMERCADO – RESPONSABILIDADE LIMITADA,25307278000137,,16685716,2026-01-05T00:00:00.000-0300,BRL,false,ASA ASSET MANAGEMENT LTDA,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORE,,Investidores qualificados,Multimercados,Multimercados Macro,CDI,false,500,0,0,14:10,14:10,D+1,D+29,D+30,D+0,1.95,,20,-0.0612852,-0.052106,2.4490502,,,false,false,61187939
BTG Total RF Ativa FIRF LP,54952299000103,BR0JDHCTF005,10859271,2024-05-02T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,0,1,0,15:20,15:20,D+0,D+0,D+1,D+0,0.9,,20,0.0821069,0.7117063,6.3908381,ATIVO,,false,false,18989122
OPPORTUNITY GL EQ REAL FICFIA BDR NI IE,46351969000108,,6989634,2022-12-16T00:00:00.000-0300,BRL,false,OPPORTUNITY ASSET ADM DE RECURSOS DE TERCEIROS LTD,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,5000,1000,5000,14:10,14:10,D+1,D+2,D+5,D+0,1.5,,20,-0.0629307,1.206671,14.1044322,LONG_ONLY,,false,false,5907415
Dahlia Equity Hedge FICFIM RL,57906153000110,,11628223,2024-12-13T00:00:00.000-0300,BRL,false,DAHLIA CAPITAL GESTAO DE RECURSOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,0,1,0,14:10,14:10,D+1,D+30,D+32,D+0,1.35,,20,-0.1227295,-0.4225108,-0.0027906,LONG_SHORT,,false,false,19696540
Verde Ipe FIDC RL,54851094000131,BR0JBGCTF001,10072437,2024-04-26T00:00:00.000-0300,BRL,false,VERDE ASSET MANAGEMENT S.A.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Direitos Creditórios,Direitos Creditórios,CDI,true,1000,1000,1000,14:40,14:40,D+0,D+358,D+360,D+0,1.5,,20,0.059253400000000005,0.7791076,3.9176204,CREDITO_ESTRUTURADO_1,,false,false,16175219
HIX CAPITAL INST FIA,22662135000155,BRHIX4CTF002,2607198,2015-11-03T00:00:00.000-0300,BRL,false,HIX INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,CDI,true,1000,100,1000,14:50,14:50,D+1,D+60,D+62,D+0,2,,20,-0.8527513,-3.9831564,2.5607123,LONG_ONLY,,false,false,952521
ITAU OPTIMUS RF LP DIST FIC FI,32892819000105,BR07Q9CTF002,4401881,2021-12-14T00:00:00.000-0300,BRL,false,ITAU UNIBANCO ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,100,1,100,13:40,13:40,D+0,D+0,D+1,D+0,0.9,,20,0.0134725,0.4568929,5.7276866,ATIVO,,false,false,1774692
MG GL EQ USD FIA IE ACCESS,44209755000176,BR0AR9CTF000,5400411,2022-01-17T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,0,1,0,15:20,15:20,D+1,D+1,D+6,D+0,0.4,,,0.124109,-0.0677124,-1.9729283,LONG_ONLY,,false,false,3267700
BTG SP 500 BRL FIM,36499594000174,,4187874,2020-04-02T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,-,true,500,100,100,15:10,15:10,D+0,D+0,D+2,D+0,0.2,,,-0.6313894,-0.579627,13.3426387,LONG_ONLY,,false,false,1176351
Western Credito Bancario Plus FIRF CrPr,49983964000196,,11258159,2023-07-17T00:00:00.000-0300,BRL,false,FRANKLIN TEMPLETON BRASIL LTDA,BANCO BNP PARIBAS BRASIL S.A.,BANCO BNP PARIBAS BRASIL S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa grau de investimento,CDI,true,500,100,100,14:10,14:10,D+0,D+0,D+0,D+0,0.35000000000000003,,,0.0532196,0.6555179,6.3877803,POS_FIXADO,,false,false,8716227
BTG REF OURO USD FICFIM,36727910000118,,4187857,2020-04-20T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Estrategica Especifica,-,true,500,500,500,12:40,12:40,D+0,D+4,D+5,D+0,0.2,,,0.6887972,-3.8972945,-8.8031631,TEMATICOS,,false,false,1180226
NEO PROVECTUS I FICFIM,26324209000102,BRNMF1CTF006,3914349,2017-07-07T00:00:00.000-0300,BRL,false,NEO MULTIMERCADO GESTAO DE RECURSOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores qualificados,Multimercados,Multimercados Macro,CDI,true,10000,1000,1000,13:40,13:40,D+1,D+30,D+31,D+0,2,,20,-0.1404174,-2.2147037,-1.430164,,,false,false,1250981
ACCESS BTG GLOB FIXED INC FOF USD FIM IE,50231769000199,BR0F9ECTF007,8609922,2023-04-17T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores profissionais,Multimercados,Multimercados Investimento no Exterior,-,true,5000,1000,1000,15:20,15:20,D+1,D+1,D+12,D+0,0.1,,,0.24895230000000002,0.5094387,-7.5051047,,,false,false,8975656
BTG CRED CORP FICFIRF CrPr,14171644000157,BRBTC1CTF006,3851466,2011-12-22T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,5000,1000,1000,15:20,15:20,D+0,D+30,D+31,D+0,0.5,,20,0.0683134,0.6147748000000001,6.4766128,CREDITO_POS,,false,false,1173328
SPARTA DEB INCENTIVADAS ESTR FICINFRA RF,50038992000114,,8795445,2023-03-29T00:00:00.000-0300,BRL,false,SPARTA ADMINISTRADORA DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,-,true,1000,100,100,14:10,14:10,D+1,D+30,D+31,D+0,0.8,,0,-0.0002546,-0.0783194,1.7957928,PRE_FIXADO,,false,false,9182474
NIKOS DI PLUS REF DI RF LP,51197110000126,,10523282,2023-06-30T00:00:00.000-0300,BRL,false,NIKOS GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa grau de investimento,CDI,true,0,1,0,15:20,15:20,D+0,D+0,D+0,D+0,0.5,,10,0.053067500000000004,0.6596209000000001,6.3834409999999995,POS_FIXADO,,false,false,18433594
ENCORE LB FICFIM,37487351000189,,6121643,2021-01-29T00:00:00.000-0300,BRL,false,ENCORE GESTAO DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORE,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,500,100,500,14:10,14:10,D+1,D+30,D+32,D+0,1.8800000000000001,,20,-1.2569314,-3.5742586000000003,-13.457823,LONG_BIASED,,false,false,4248162
Kadima Master FIM RL Subclasse II,09412694000149,,16432987,2008-04-30T00:00:00.000-0300,BRL,false,KADIMA GESTAO DE INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,500,500,500,14:10,14:10,D+0,D+10,D+11,D+0,2,,20,-0.30567110000000003,0.6277167,5.337098,,P4CS71765577067,false,false,60842926
Sparta Renda Incentivado Infra FIRF RL,54426679000104,,14389403,2024-04-01T00:00:00.000-0300,BRL,false,SPARTA ADMINISTRADORA DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,1000,0,0,14:10,14:10,D+1,D+90,D+91,D+0,1.1,,0,0.0941676,0.6232111,4.3962738,POS_FIXADO,QAFK51776459169,false,false,22377530
Patria Credito Estrutura 365 FICFIM CrPr,49983891000132,,9541257,2023-03-27T00:00:00.000-0300,BRL,false,PATRIA INVESTIMENTOS LTDA.,XP INVESTIMENTOS CCTVM SA - COE,OLIVEIRA TRUST DISTRIBUIDORA DE TITULOS E VALORES,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,500,500,500,14:10,14:10,D+0,D+365,D+366,D+0,1.5,,10,0.0649329,0.7139059999999999,7.6278042,CREDITO_ESTRUTURADO_1,,false,false,9530346
BTG MULTIGESTOR ACOES FICFIA ACCESS,26623196000164,,3681833,2017-01-26T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,-,true,5000,1000,5000,12:40,12:40,D+1,D+30,D+32,D+0,0.75,,10,0.6094962,-2.6971092,-1.3453467,LONG_ONLY,,false,false,1166929
Franklin Royce Small Caps EUA FIA IE,28320626000102,BR3LGMCTF008,1728201,2017-11-24T00:00:00.000-0300,BRL,false,FRANKLIN TEMPLETON INVESTIMENTOS (BRASIL) LTDA,BANCO BNP PARIBAS BRASIL S.A.,BANCO BNP PARIBAS BRASIL S.A.,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,500,100,100,13:40,13:40,D+1,D+1,D+5,D+0,1,,,-0.4958398,3.0061422,32.4037595,LONG_ONLY,,false,false,556621
OPPORTUNITY TOTAL FICFIM,05448587000110,BROPTTCTF007,1754119,2003-05-08T00:00:00.000-0300,BRL,false,OPPORTUNITY GESTAO DE INVESTIMENTOS E RECURSOS LTD,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,5000,1000,5000,14:10,14:10,D+0,D+1,D+3,D+0,2,,20,-0.22026790000000002,-0.28082250000000003,4.1554187,,,false,false,564507
GIANT ZARATHUSTRA FICFIM,11052478000181,BRPSM0CTF001,1694521,2012-03-07T00:00:00.000-0300,BRL,false,ZEITGEIST TECH INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,100,100,100,13:40,13:40,D+0,D+30,D+32,D+0,0.9500000000000001,,27.5,-0.5001546,2.3397431,5.3218905,,,false,false,541348
Meraki Equity Hedge FICFIM,38049108000141,,4215124,2020-08-24T00:00:00.000-0300,BRL,false,MERAKI CAPITAL GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Investimento no Exterior,CDI,true,1000,1000,1000,15:20,15:20,D+1,D+15,D+17,D+0,1.85,,20,0.0282337,0.551098,5.2501109999999995,LONG_SHORT,,false,false,1411751
HASHDEX 40 NASDAQ CRYPTO INDEX FICFIM,35088108000162,,2235144,2019-12-12T00:00:00.000-0300,BRL,false,HASHDEX GESTORA DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Estrategica Especifica,CDI,true,500,100,100,15:20,15:20,D+1,D+1,D+6,D+0,1,,,-0.3881375,-3.6645711,-11.2575246,CRIPTOATIVO,,false,false,842696
Janus Henderson Horizon Biotech FICFIA,55893092000178,BR0L2DCTF006,10996482,2024-09-03T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,5000,5000,5000,15:20,15:20,D+1,D+5,D+6,D+0,1,,,-0.3753237,-1.3778704,-9.2208637,LONG_ONLY,,false,false,19183328
Occam Liquidez FICFIRF CrPr,46098897000139,,6544422,2022-06-22T00:00:00.000-0300,BRL,false,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,1000,100,0,14:10,14:10,D+0,D+0,D+1,D+0,0.4,,,0.057581999999999994,0.6484776,6.4027926,POS_FIXADO,,false,false,4603644
Norte Long Bias FICFIM,37467515000106,,4246295,2021-01-29T00:00:00.000-0300,BRL,false,NORTE ASSET MANAGEMENT GESTAO DE RECURSOS S.A.,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORE,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORE,Investidores qualificados,Multimercados,Multimercado livre,-,true,1000,1000,1000,13:40,13:40,D+1,D+30,D+32,D+0,1.8,,20,-0.9188862,-3.638394,2.7604531,LONG_BIASED,,false,false,1447208
JGP LO FICFIA,11228311000129,BRJGA1CTF005,2180938,2009-11-30T00:00:00.000-0300,BRL,false,JGP EQUITIES GESTAO DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Ações,Ações Livre,CDI,true,1000,1000,1000,14:10,14:10,D+1,D+30,D+32,D+0,2.6,,,-0.9568082,-2.1417515,-1.8992084,LONG_ONLY,,false,false,830500
Schroder Contour Tech LS BRL FICFIM IE,35744790000102,,3019123,2020-04-01T00:00:00.000-0300,BRL,false,GAMA INVESTIMENTOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,CDI,false,1000,500,1000,13:40,13:40,D+0,D+2,D+5,D+0,0.75,,,0.7075239999999999,3.0342137,14.0767078,LONG_SHORT,,false,false,1043586
ROOT CAPITAL CREDITO HG PLUS FICFIM CrPr,42405028000159,,6121695,2021-12-30T00:00:00.000-0300,BRL,false,ROOT CAPITAL - GESTAO DE RECURSOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercados Dinâmico,CDI,true,5000,1000,5000,14:10,14:10,D+0,D+59,D+60,D+0,1.04,,20,0.0675925,0.6181762000000001,6.2173429,CREDITO_POS,,false,false,4248392
Éxes D90 FIDC,38065069000176,,3374721,2020-11-12T00:00:00.000-0300,BRL,false,EXES GESTORA DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Direitos Creditórios,Direitos Creditórios,CDI,true,5000,1000,1000,15:20,15:20,D+0,D+90,D+91,D+0,1,,,0.0589546,0.6733775,7.4141233,CREDITO_ESTRUTURADO_1,,false,false,1122827
Occam Liquidez Baixa Volatilidade FIRF,60594084000160,,16489042,2025-05-20T00:00:00.000-0300,BRL,false,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,500,100,0,14:10,14:10,D+0,D+0,D+2,D+0,0.45,,0,0.0533518,0.5899758,6.4559689,POS_FIXADO,,false,false,60700794
Poligono Alpha Credito Estrut FICFIDC,54519721000131,BR0IZ3CTF005,9962144,2024-04-01T00:00:00.000-0300,BRL,false,POLIGONO CAPITAL LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Direitos Creditórios,Direitos Creditórios,CDI,true,5000,1000,1000,15:20,15:20,D+0,D+89,D+90,D+0,0.08,,15,0.0623731,0.6970782,7.3360209,CREDITO_ESTRUTURADO_1,,false,false,16029311
AUGME 30 II FICFIRF,52285852000176,,8990142,2023-09-28T00:00:00.000-0300,BRL,false,AUGME CAPITAL GESTAO DE RECURSOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORE,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,500,100,100,14:10,14:10,D+0,D+30,D+31,D+0,0.6,,20,0.0794937,0.6025555,6.034364,CREDITO_POS,,false,false,9290080
EQUITAS SELECTION FICFIA,12004203000135,BREQS1CTF008,1607165,2010-07-06T00:00:00.000-0300,BRL,false,DRYS CAPITAL LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,Investidores em geral (Não qualificados),Ações,Ações Valor/Crescimento,IBOVESPA,false,5000,1000,1000,14:10,14:10,D+1,D+30,D+32,D+0,2,,20,-2.0617282,-0.2154373,27.8916394,LONG_ONLY,,false,false,525885
BTG GAVEA MACRO FICFIM ACCESS,17816013000136,,4187877,2021-08-18T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,-,true,1000,1000,1000,13:40,13:40,D+0,D+29,D+30,D+0,0.5685,,,-0.1907768,-0.5477722,3.1719669,,,false,false,1176353
A1 HEDGE FICFIM,36181846000112,BR0468CTF001,2828351,2020-04-01T00:00:00.000-0300,BRL,false,ASSET1 INVESTIMENTOS S.A.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,5000,1000,5000,14:10,14:10,D+1,D+30,D+31,D+0,2,,20,0.2497343,0.3417224,5.9691942000000004,,,false,false,1002945
