grupo;codigo_ativo;data_referencia;data_vencimento;percentual_taxa;percent_reune;emissor;taxa_compra;taxa_venda;taxa_indicativa;desvio_padrao;val_min_intervalo;val_max_intervalo;pu;percent_pu_par;duration
DI SPREAD;SAPRB1;2026-06-16;2027-01-15;DI + 0,8800%;--;COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*) (**);0.9975;0.6451;0.8202;0.17;0.64;0.99;530.552965;100.03;138.0
IPCA SPREAD;SAPRB3;2026-06-16;2032-01-15;IPCA + 5,8935%;--;COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*);7.8820;7.4976;7.6989;0.07;7.62;7.77;1174.669253;92.37;1176.0
IPCA SPREAD;SAUC16;2026-06-16;2034-04-15;IPCA + 13,3904%;--;S/A USINA CORURIPE ACUCAR E ALCOOL (*);13.1373;12.4630;12.8005;0.30;12.49;13.10;1061.592266;101.67;806.0
DI SPREAD;SBIOA4;2026-06-16;2031-03-15;DI + 0,6300%;45%;SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*);0.8766;0.6281;0.7251;0.10;0.62;0.82;1030.669696;99.70;800.0
IPCA SPREAD;SBSPE3;2026-06-16;2035-01-15;IPCA + 7,5485%;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*);7.7639;7.4940;7.5534;0.12;7.42;7.68;1106.859868;99.97;1614.0
DI SPREAD;SBSPM8;2026-06-16;2036-02-15;DI + 0,7200%;5%;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*);0.8220;0.6091;0.7017;0.05;0.64;0.75;1042.139321;100.09;1249.0
DI SPREAD;SMFTC3;2026-06-16;2035-10-09;DI + 0,9500%;--;SMARTFIT ESCOLA DE GINASTICA E DANCA S/A (*);1.3425;0.9260;1.1536;0.05;1.09;1.21;1016.134876;99.02;1226.0
DI SPREAD;SNGO10;2026-06-16;2027-06-15;DI + 1,5500%;35%;SANEAMENTO DE GOIÁS - SANEAGO;0.4906;0.2138;0.3530;0.04;0.30;0.39;335.578663;100.61;130.0
IPCA SPREAD;STBP35;2026-06-16;2034-08-15;IPCA + 6,3936%;--;SANTOS BRASIL PARTICIPAÇÕES S/A (*);8.0534;7.7101;7.8534;0.13;7.71;7.99;1035.115007;92.53;1424.0
IPCA SPREAD;SUMI18;2026-06-16;2031-10-15;IPCA + 8,5214%;--;GIGA MAIS FIBRA TELECOMUNICACOES S.A. (*);15.0543;13.6306;14.5014;0.31;14.18;14.81;891.455066;80.96;976.0
IPCA SPREAD;SUZBA0;2026-06-16;2038-09-15;IPCA + 6,1889%;5%;SUZANO S.A. (*);7.5442;7.2683;7.3563;0.10;7.25;7.46;1062.554559;91.57;2008.0
IPCA SPREAD;SUZBC1;2026-06-16;2036-05-15;IPCA + 6,1100%;--;SUZANO S.A. (*);7.7089;7.3932;7.5701;0.08;7.48;7.65;1005.944528;90.65;1793.0
IPCA SPREAD;TAEE18;2026-06-16;2039-12-15;IPCA + 4,7742%;--;TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A (*);7.9999;7.7142;7.8425;0.08;7.75;7.92;1087.106500;85.32;1340.0
IPCA SPREAD;TAEEA7;2026-06-16;2040-01-15;IPCA + 7,1690%;35%;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A. (*);7.6498;7.4108;7.5425;0.08;7.45;7.63;1152.408638;97.29;1978.0
IPCA SPREAD;TAEEB2;2026-06-16;2029-04-15;IPCA + 5,6000%;--;TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A;8.1329;7.7444;7.9513;0.07;7.87;8.02;1142.762744;94.40;658.0
IPCA SPREAD;TAEEC4;2026-06-16;2038-09-15;IPCA + 6,2709%;--;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;7.8306;7.5304;7.6106;0.17;7.43;7.78;1048.683648;90.45;1994.0
IPCA SPREAD;TBEG11;2026-06-16;2035-07-15;IPCA + 5,3231%;--;TIBAGI ENERGIA SPE S/A;9.5343;9.2372;9.3515;0.17;9.17;9.52;971.421280;85.45;1020.0
IPCA SPREAD;TEPA12;2026-06-16;2031-07-15;IPCA + 10,0924%;--;BRASIL TECNOLOGIA E PARTICIPACAO S.A. (*);14.2008;12.5889;12.9903;0.57;12.41;13.56;1067.978197;93.63;631.0
IPCA SPREAD;TEPA13;2026-06-16;2032-03-15;IPCA + 11,5593%;--;BRASIL TECNOLOGIA E PARTICIPACAO S.A. (*);14.1704;12.7991;13.5239;0.31;13.21;13.83;1022.730681;94.37;830.0
DI SPREAD;TFLEC0;2026-06-16;2030-09-18;DI + 0,9100%;--;LOCALIZA FLEET S.A. (*);1.2511;0.9000;1.0857;0.02;1.05;1.11;1029.863871;99.49;727.0
IPCA SPREAD;TIET18;2026-06-16;2030-05-15;IPCA + 6,0215%;--;AES TIETE ENERGIA S/A;8.6654;8.5046;8.5870;0.17;8.41;8.76;742.806399;94.75;563.0
IPCA SPREAD;TRPLA4;2026-06-16;2033-10-15;IPCA + 6,2607%;10%;ISA ENERGIA BRASIL S.A. (*);8.0590;7.7254;7.8752;0.08;7.78;7.96;1058.158296;91.95;1394.0
DI SPREAD;TUPW11;2026-06-16;2034-10-15;DI + 2,9000%;--;TUPI ENERGIAS RENOVAVEIS S.A (*);7.0000;4.5079;5.8406;0.13;5.70;5.97;918.877164;91.29;797.0
IPCA SPREAD;TUPW21;2026-06-16;2036-10-15;IPCA + 8,2194%;--;TUPI ENERGIAS RENOVAVEIS S.A (*);12.6656;10.1327;11.3173;0.00;11.30;11.32;923.923317;86.85;1227.0
DI SPREAD;UNIP29;2026-06-16;2031-09-05;DI + 1,2000%;--;UNIPAR CARBOCLORO S/A (*);1.9421;1.4108;1.5905;0.23;1.35;1.82;1027.917302;98.71;848.0
DI SPREAD;UNIP39;2026-06-16;2034-09-05;DI + 1,6500%;5%;UNIPAR CARBOCLORO S/A (*);1.9322;1.4023;1.5734;0.11;1.45;1.68;1046.053997;100.32;1101.0
DI SPREAD;UNIPC0;2026-06-16;2032-07-18;DI + 1,1500%;--;UNIPAR CARBOCLORO S/A (*);1.7575;1.1204;1.4378;0.04;1.39;1.48;1133.263694;98.99;896.0
DI SPREAD;USIM29;2026-06-16;2029-12-09;DI + 1,6500%;--;USINAS SIDERURGICAS DE MINAS GERAIS S/A - USIMINAS (*);1.7112;1.3381;1.5564;0.18;1.37;1.73;1005.276402;100.22;620.0
IPCA SPREAD;UTPS11;2026-06-16;2028-04-15;IPCA + 6,2500%;--;USINA TERMELETRICA PAMPA SUL S.A.;9.3951;;9.1155;0.21;8.90;9.32;624.810410;96.76;310.0
DI SPREAD;VAMO22;2026-06-16;2026-08-20;DI + 2,0000%;--;VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*) (**);2.9685;1.5530;2.6877;0.35;2.33;3.04;349.405477;99.87;47.0
IPCA SPREAD;VBBRA0;2026-06-16;2036-03-15;IPCA + 7,3800%;50%;VIBRA ENERGIA S.A (*);8.2766;8.1990;8.2601;0.04;8.21;8.30;979.154299;95.30;1476.0
IPCA SPREAD;VIALA5;2026-06-16;2030-04-15;IPCA + 7,2300%;10%;RODOVIAS INTEGRADAS DO OESTE S/A (*);8.2178;8.0611;8.1108;0.05;8.05;8.16;991.719420;96.94;957.0
DI SPREAD;VIXL19;2026-06-16;2031-10-15;DI + 1,2500%;--;VIX LOGÍSTICA S/A (*);1.5113;1.1171;1.2775;0.06;1.21;1.34;1023.393868;99.91;808.0
IPCA SPREAD;VLIM14;2026-06-16;2030-09-15;IPCA + 6,4512%;--;VLI MULTIMODAL S/A (*);8.3981;8.1042;8.2393;0.10;8.13;8.34;1103.647348;95.27;729.0
DI SPREAD;VVEO15;2026-06-16;2027-07-22;DI + 1,6000%;--;CM HOSPITALAR S.A. (*) (**);;;;;;;591.098009;55.73;
IPCA SPREAD;XNGU17;2026-06-16;2034-12-15;IPCA + 4,8304%;--;XINGU RIO TRANSMISSORA DE ENERGIA S.A. (*);;;7.6639;0.32;7.33;7.98;1016.210273;89.01;1079.0
DI SPREAD;YDUQA2;2026-06-16;2029-12-23;DI + 0,7000%;35%;YDUQS PARTICIPACOES S.A (*);1.0377;0.7433;0.8029;0.10;0.69;0.91;1066.324645;99.72;672.0
DI SPREAD;ABSP12;2026-06-16;2026-10-15;DI + 1,9500%;--;AGUAS DE BOMBINHAS SANEAMENTO SPE S.A. (*) (**);;0.5786;1.4890;0.08;1.40;1.57;1027.003631;100.15;85.0
PREFIXADO;AEGPA8;2026-06-16;2031-01-15;PREFIXADO + 16,3433%;--;AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*);;;16.8724;0.32;16.54;17.20;1047.822900;98.55;806.0
IPCA SPREAD;AGEO15;2026-06-16;2037-06-15;IPCA + 7,6056%;--;AGEO TERMINAIS E ARMAZENS GERAIS S/A (*);8.1413;7.8666;8.0010;0.10;7.90;8.10;1019.128749;97.41;1796.0
DI SPREAD;ALGTA5;2026-06-16;2032-01-28;DI + 1,3000%;5%;ALGAR TELECOM S/A (*);1.2500;0.8708;1.0472;0.03;1.00;1.08;1066.119393;100.88;886.0
IPCA SPREAD;ANET12;2026-06-16;2030-11-15;IPCA + 8,9619%;--;AMERICA NET S.A. (*);;;;;;;;;
DI SPREAD;APPSB2;2026-06-16;2028-09-15;DI + 2,1500%;--;AUTOPISTA PLANALTO SUL S/A (*);1.6000;1.2000;1.4000;0.00;1.40;1.40;654.932827;100.81;279.0
IPCA SPREAD;ARTR19;2026-06-16;2027-09-15;IPCA + 4,8392%;--;ARTERIS S/A (*) (**);12.4874;11.1132;11.8576;1.00;10.85;12.86;1356.892531;95.41;180.0
IPCA SPREAD;ARTRA8;2026-06-16;2032-10-15;IPCA + 8,2857%;--;ARTERIS S/A (*);10.5966;9.8430;10.2117;0.10;10.10;10.32;968.894519;92.13;1162.0
IPCA SPREAD;ASCP13;2026-06-16;2030-03-15;IPCA + 7,5500%;--;CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*);8.8353;8.5933;8.7404;0.09;8.64;8.83;954.760540;97.69;531.0
IPCA SPREAD;ATII12;2026-06-16;2041-09-15;IPCA + 7,3293%;--;ATHON GERACAO DISTRIBUIDA II S.A. (*);9.1603;8.8639;8.9776;0.10;8.87;9.08;0.952851;91.60;1416.0
IPCA SPREAD;BCPSA7;2026-06-16;2036-01-15;IPCA + 7,0225%;40%;CLARO S/A (*);7.7704;7.5279;7.6393;0.05;7.58;7.69;1019.679361;96.39;1602.0
DI SPREAD;BRIT12;2026-06-16;2030-07-10;DI + 1,6000%;--;BRISANET PARTICIPACOES S.A. (*);1.5740;1.1162;1.3755;0.00;1.36;1.38;1071.338991;100.52;593.0
DI SPREAD;BRKPA4;2026-06-16;2030-10-15;DI + 1,9000%;40%;BRK AMBIENTAL PARTICIPACOES S/A (*);2.9637;2.6307;2.8015;0.05;2.75;2.85;996.960755;97.23;801.0
DI SPREAD;CAEC32;2026-06-16;2031-06-15;DI + 2,5000%;35%;COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*);1.7657;1.0159;1.4230;0.24;1.17;1.66;1034.938846;103.42;806.0
DI SPREAD;CBRDB8;2026-06-16;2028-05-10;DI + 1,9500%;--;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*);;;;;;;;31.40;
IPCA SPREAD;CCLS11;2026-06-16;2031-01-15;IPCA + 6,6739%;--;CICLUS AMBIENTAL DO BRASIL S.A. (*);13.3184;11.3030;12.1730;0.12;12.05;12.29;1076.730320;82.35;961.0
IPCA SPREAD;CEAP12;2026-06-16;2030-07-15;IPCA + 6,5000%;45%;COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*) (**);8.5642;8.2755;8.2794;0.12;8.15;8.40;1116.396784;94.93;788.0
DI SPREAD;CEEBA8;2026-06-16;2029-06-10;DI + 0,9500%;--;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*);0.8725;0.3321;0.6450;0.14;0.49;0.79;1009.878260;100.75;628.0
IPCA SPREAD;CEEBC4;2026-06-16;2032-04-15;IPCA + 6,2792%;--;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*);8.4080;8.0860;8.2432;0.09;8.15;8.33;1131.268466;92.68;1040.0
DI SPREAD;CEED18;2026-06-16;2030-03-25;DI + 0,8000%;5%;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*);0.7704;0.4324;0.6156;0.07;0.53;0.69;1037.326117;100.53;734.0
IPCA SPREAD;CEED19;2026-06-16;2037-06-15;IPCA + 7,0606%;--;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*);8.2438;8.0385;8.1041;0.08;8.01;8.19;977.707420;93.43;1752.0
PREFIXADO;CEPEA6;2026-06-16;2032-04-25;PREFIXADO + 13,5966%;10%;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**);14.3796;13.8245;14.1138;0.03;14.07;14.15;998.291044;98.12;1046.0
IPCA SPREAD;CGEE13;2026-06-16;2041-12-14;IPCA + 8,7219%;--;COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*);14.9057;12.2542;13.6710;0.54;13.12;14.21;808.276443;76.47;1432.0
IPCA SPREAD;CGMG18;2026-06-16;2031-08-15;IPCA + 5,2700%;--;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;8.3124;7.8643;8.0677;0.04;8.02;8.11;1063.871847;93.75;610.0
DI SPREAD;CHSF14;2026-06-16;2031-09-15;DI + 0,8500%;40%;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*);0.7767;0.6048;0.6987;0.05;0.64;0.75;1041.860314;100.55;929.0
DI SPREAD;CIEL17;2026-06-16;2027-12-17;DI + 0,5400%;--;CIELO S/A;0.4272;0.2315;0.3389;0.07;0.26;0.40;1073.707579;100.26;329.0
DI SPREAD;CIEL19;2026-06-16;2028-10-20;DI + 0,3900%;35%;CIELO S/A (*);0.5000;0.3500;0.4132;0.00;0.41;0.41;1020.675843;99.95;511.0
DI SPREAD;CLII12;2026-06-16;2031-10-10;DI + 3,5000%;--;CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*);2.0882;1.6919;1.8775;0.04;1.82;1.92;997.282483;104.10;646.0
IPCA SPREAD;CMGDB2;2026-06-16;2040-03-15;IPCA + 7,5467%;35%;CEMIG DISTRIBUIÇÃO S/A (*);7.8416;7.5175;7.6059;0.14;7.46;7.74;1074.524565;99.54;2081.0
IPCA SPREAD;CONF11;2026-06-16;2041-11-15;IPCA + 6,6018%;--;CONFLUENCIA ENERGIA S/A (*);8.6726;8.3556;8.4400;0.10;8.33;8.54;1092.292005;89.50;1593.0
IPCA SPREAD;CPGTA1;2026-06-16;2038-01-15;IPCA + 7,1841%;15%;COPEL GERAÇÃO E TRANSMISSÃO S/A (*);7.9690;7.7157;7.7954;0.07;7.71;7.87;1018.091669;96.23;1692.0
DI SPREAD;CPGTB0;2026-06-16;2032-02-15;DI + 0,7900%;35%;COPEL GERAÇÃO E TRANSMISSÃO S/A (*);1.0078;0.6401;0.7621;0.06;0.69;0.82;1047.922895;100.09;908.0
IPCA SPREAD;CPIS13;2026-06-16;2036-09-15;IPCA + 6,8091%;--;EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A (*);8.3333;8.0752;8.1826;0.12;8.06;8.30;1022.316392;91.97;1635.0
IPCA SPREAD;CPIS15;2026-06-16;2037-09-15;IPCA + 7,1962%;35%;EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A (*);8.2847;8.1115;8.1459;0.11;8.02;8.26;995.528706;94.02;1747.0
DI SPREAD;CPLD38;2026-06-16;2028-06-15;DI + 2,2500%;--;COPEL DISTRIBUICAO S/A (*);1.8109;1.1267;1.4163;0.13;1.28;1.55;1015.300577;101.46;448.0
IPCA SPREAD;CRNP23;2026-06-16;2047-12-15;IPCA + 8,3702%;--;CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A. (*);8.6339;8.3189;8.5377;0.11;8.41;8.65;1029.058046;98.64;2225.0
IPCA SPREAD;CRTA12;2026-06-16;2043-12-15;IPCA + 7,7178%;--;CONCESSIONARIA ROTA DO OESTE S.A. (*);8.9511;8.6874;8.7797;0.08;8.69;8.86;997.543392;92.21;2052.0
DI SPREAD;CSANB1;2026-06-16;2030-01-08;DI + 0,7200%;--;COSAN S.A. (*);2.4341;1.9524;2.1205;0.10;2.02;2.22;1024.267043;96.34;677.0
IPCA SPREAD;CSMGB9;2026-06-16;2034-07-15;IPCA + 7,2735%;--;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*);9.5291;9.3160;9.4190;0.03;9.38;9.45;1033.778154;92.87;929.0
DI SPREAD;CSNAA1;2026-06-16;2028-11-10;DI + 1,6500%;--;COMPANHIA SIDERÚRGICA NACIONAL (*) (**);20.6935;14.1420;17.3174;1.31;15.99;18.63;801.544680;78.96;408.0
IPCA SPREAD;CSNAA5;2026-06-16;2034-04-15;IPCA + 6,8300%;--;COMPANHIA SIDERÚRGICA NACIONAL (*);23.0608;15.3559;19.6958;4.54;15.14;24.24;620.202573;55.31;1234.0
IPCA SPREAD;CSNAB4;2026-06-16;2033-07-15;IPCA + 6,8000%;--;COMPANHIA SIDERÚRGICA NACIONAL (*);21.1506;14.9583;18.7554;4.71;14.04;23.46;715.537093;60.72;1124.0
IPCA SPREAD;CSNP12;2026-06-16;2032-06-15;IPCA + 7,9461%;--;COMPANHIA ENERGÉTICA SINOP S.A. (*) (**);8.7610;8.5983;8.6771;0.08;8.58;8.76;1106.763333;97.96;765.0
IPCA SPREAD;CTEE1B;2026-06-16;2031-10-15;IPCA + 5,7710%;--;ISA ENERGIA BRASIL S.A. (*);8.0803;7.7348;7.8662;0.08;7.77;7.95;1179.002447;91.39;1151.0
IPCA SPREAD;CTRR11;2026-06-16;2032-08-15;IPCA + 6,9094%;--;CANTAREIRA TRANSMISSORA DE ENERGIA S/A;8.1601;7.8972;8.0178;0.20;7.81;8.22;746.665156;97.23;680.0
IPCA SPREAD;EEELA4;2026-06-16;2035-02-15;IPCA + 7,7082%;--;CPFL TRANSMISSAO S.A (*);8.0984;7.7494;7.8762;0.11;7.76;7.99;1081.572709;99.10;1455.0
IPCA SPREAD;EEELB5;2026-06-16;2035-05-15;IPCA + 6,9249%;35%;CPFL TRANSMISSAO S.A (*);8.0719;7.8291;7.8651;0.09;7.76;7.96;999.950846;94.75;1542.0
PREFIXADO;EGIEA3;2026-06-16;2030-09-25;PREFIXADO + 12,2372%;--;ENGIE BRASIL ENERGIA S.A. (*);;;;;;;;;
IPCA SPREAD;EGIEB5;2026-06-16;2035-06-15;IPCA + 6,8555%;35%;ENGIE BRASIL ENERGIA S.A. (*);7.7575;7.4646;7.5911;0.09;7.49;7.68;1063.709576;95.76;1584.0
DI SPREAD;EKTRB0;2026-06-16;2028-10-15;DI + 1,4400%;--;ELEKTRO REDES S.A. (*);1.1333;0.3923;0.7740;0.11;0.65;0.88;1035.531639;101.06;406.0
IPCA SPREAD;ELET14;2026-06-16;2031-09-15;IPCA + 6,3170%;45%;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*);8.2746;7.9049;8.0765;0.10;7.96;8.18;1091.848850;94.11;927.0
IPCA SPREAD;ENAT12;2026-06-16;2029-09-17;IPCA + 7,1149%;--;ENAUTA PARTICIPACOES S.A. (*);9.7090;9.2849;9.4773;0.07;9.39;9.55;1110.400213;95.61;516.0
DI SPREAD;ENERC3;2026-06-16;2029-09-04;DI + 0,8000%;5%;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;0.7719;0.5311;0.6460;0.06;0.57;0.71;1044.916158;100.39;646.0
IPCA SPREAD;ENERC7;2026-06-16;2040-09-15;IPCA + 6,9467%;--;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A. (*);7.9497;7.6661;7.7964;0.05;7.74;7.85;990.113817;93.38;2157.0
IPCA SPREAD;ENEV28;2026-06-16;2037-07-15;IPCA + 6,5891%;--;ENEVA S.A. (*);8.0296;7.8475;7.9294;0.18;7.74;8.11;1110.971638;91.34;1804.0
IPCA SPREAD;ENEV32;2026-06-16;2029-05-15;IPCA + 5,0500%;5%;ENEVA S.A.;8.5886;8.2337;8.3660;0.12;8.24;8.49;1392.284687;94.54;451.0
IPCA SPREAD;ENGIB0;2026-06-16;2031-04-15;IPCA + 6,1581%;35%;ENERGISA S/A;8.3725;8.1065;8.2359;0.08;8.15;8.32;1033.335163;92.22;1048.0
IPCA SPREAD;ENGIB2;2026-06-16;2034-09-15;IPCA + 6,4364%;--;ENERGISA S/A;8.1424;7.9257;8.0199;0.05;7.96;8.07;1009.901337;91.01;1593.0
IPCA SPREAD;ENGIB9;2026-06-16;2033-09-15;IPCA + 6,4526%;--;ENERGISA S/A;8.3383;8.1176;8.2528;0.08;8.16;8.33;1062.652825;91.79;1278.0
IPCA SPREAD;ENGIC0;2026-06-16;2039-04-15;IPCA + 6,4045%;--;ENERGISA S/A;8.0267;7.7171;7.8848;0.03;7.84;7.92;999.905649;89.20;2053.0
DI SPREAD;ENMTB2;2026-06-16;2029-12-15;DI + 0,8000%;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;0.8532;0.6000;0.7182;0.06;0.65;0.78;1002.874115;100.23;715.0
IPCA SPREAD;ENMTB5;2026-06-16;2032-04-15;IPCA + 6,2770%;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;8.4096;8.2075;8.2792;0.08;8.19;8.36;1121.491690;92.55;1040.0
IPCA SPREAD;ENMTE6;2026-06-16;2035-10-15;IPCA + 7,2318%;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A. (*);8.1560;7.9546;8.0411;0.05;7.98;8.09;996.989590;94.99;1713.0
IPCA SPREAD;ENTV13;2026-06-16;2036-12-15;IPCA + 8,0389%;40%;ENTREVIAS CONCESSIONARIA DE RODOVIAS S.A (*);8.5851;8.3295;8.4216;0.08;8.33;8.50;1084.891102;97.90;1502.0
DI SPREAD;ERDVA3;2026-06-16;2028-10-15;DI + 1,8500%;--;ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*);2.0000;1.4288;1.8733;0.10;1.76;1.98;1024.894884;99.96;404.0
IPCA SPREAD;ERDVC3;2026-06-16;2033-10-15;IPCA + 6,8285%;--;ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*);8.9534;8.6845;8.8325;0.05;8.78;8.88;1046.134042;90.89;1284.0
IPCA SPREAD;ETEN12;2026-06-16;2027-10-15;IPCA + 4,2297%;--;ENERGISA TRANSMISSAO DE ENERGIA S.A;8.4960;8.1946;8.3598;0.19;8.16;8.55;1352.172655;95.07;327.0
DI SPREAD;EUFA17;2026-06-16;2031-03-18;DI + 1,3000%;15%;EUROFARMA LABORATÓRIOS S/A (*) (**);1.3413;1.1957;1.2442;0.00;1.23;1.25;1037.624963;100.15;717.0
DI SPREAD;FLRY36;2026-06-16;2028-07-08;DI + 1,7500%;--;FLEURY S/A (*);0.8939;0.3894;0.6532;0.09;0.55;0.74;1087.864157;101.88;434.0
DI SPREAD;FLRYA0;2026-06-16;2029-10-21;DI + 0,4500%;--;FLEURY S/A (*);0.8999;;0.7378;0.10;0.63;0.83;1013.782137;99.32;596.0
IPCA SPREAD;FRAG16;2026-06-16;2035-09-15;IPCA + 8,4942%;--;FERRARI AGROINDUSTRIA S/A (*);9.2041;9.0487;9.0502;0.13;8.91;9.18;1033.782797;97.13;1427.0
IPCA SPREAD;GASC17;2026-06-16;2036-08-15;IPCA + 6,0470%;--;RUMO MALHA PAULISTA S/A (*);8.8802;8.5229;8.6347;0.15;8.48;8.78;939.694075;84.09;1777.0
DI SPREAD;GGBRA9;2026-06-16;2032-06-04;DI + 0,6500%;--;GERDAU S/A (*);0.7159;0.3484;0.5316;0.04;0.48;0.57;1008.845329;100.49;1047.0
DI SPREAD;HAPV15;2026-06-16;2030-01-27;DI + 1,7500%;--;HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*);7.7765;5.3938;7.0244;1.01;6.00;8.03;938.619210;87.52;653.0
DI SPREAD;HAPV18;2026-06-16;2031-10-15;DI + 1,1000%;35%;HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*);8.0991;5.6714;7.1405;0.05;7.08;7.19;828.593059;80.91;894.0
DI SPREAD;HAPV28;2026-06-16;2032-10-15;DI + 1,2000%;--;HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*);8.4547;5.7156;6.8904;0.33;6.55;7.22;821.169382;80.17;982.0
DI SPREAD;HGLB13;2026-06-16;2034-10-15;DI + 3,0000%;--;HIGHLINE DO BRASIL II INFRAESTRUTURA DE TELECOMUNICACOES S.A (*) (**);3.2000;2.2982;2.7000;0.00;2.70;2.70;1037.727825;101.08;934.0
DI SPREAD;HYPEA9;2026-06-16;2030-01-15;DI + 0,9000%;--;HYPERA S/A (*);0.9548;0.6371;0.7672;0.10;0.66;0.87;1064.217107;100.31;607.0
IPCA SPREAD;HZTC14;2026-06-16;2035-11-15;IPCA + 6,7592%;15%;ORIZON MEIO AMBIENTE S.A. (*);8.6756;8.3541;8.5161;0.14;8.37;8.65;1050.545090;93.43;1034.0
IPCA SPREAD;ISAEB0;2026-06-16;2037-10-15;IPCA + 6,6598%;--;ISA ENERGIA BRASIL S.A. (*);7.5669;7.3554;7.4477;0.11;7.33;7.55;989.085095;94.28;2001.0
DI SPREAD;ISAED1;2026-06-16;2035-01-15;DI + 0,8400%;40%;ISA ENERGIA BRASIL S.A. (*);0.7519;0.6060;0.6589;0.01;0.64;0.67;1062.070506;100.84;1180.0
IPCA SPREAD;JALL21;2026-06-16;2031-12-15;IPCA + 5,8041%;--;JALLES MACHADO S.A.;8.9651;8.9015;8.9484;0.08;8.86;9.03;1114.640220;89.02;993.0
IPCA SPREAD;KLBNA5;2026-06-16;2039-08-15;IPCA + 6,0500%;--;KLABIN S/A (*);7.5946;7.3754;7.4258;0.05;7.37;7.47;1001.432940;89.62;2111.0
IPCA SPREAD;LIGHB6;2026-06-16;2032-11-13;IPCA + 5,0000%;--;LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**);;;;;;;;;
IPCA SPREAD;LIGHC3;2026-06-16;2032-11-13;IPCA + 5,0000%;--;LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**);;;;;;;74.643279;66.16;
DI SPREAD;MDRO18;2026-06-16;2030-11-25;DI + 2,2500%;--;MADERO INDUSTRIA E COMERCIO S.A. (*) (**);3.8525;2.7718;2.9490;0.26;2.68;3.21;991.023775;98.18;677.0
DI SPREAD;MILSB0;2026-06-16;2032-11-25;DI + 1,3000%;--;MILLS ESTR. E SERVIÇOS DE ENGENHARIA S/A (*);1.7416;0.8414;1.2190;0.01;1.20;1.23;1011.900400;100.30;962.0
DI SPREAD;MOVI17;2026-06-16;2026-09-15;DI + 2,7000%;--;MOVIDA PARTICIPACOES S/A (*);2.3467;0.9739;1.6941;0.68;1.01;2.37;521.680867;100.25;64.0
DI SPREAD;MOVIA3;2026-06-16;2027-03-05;DI + 2,5000%;5%;MOVIDA PARTICIPACOES S/A (*);2.5883;2.1362;2.4021;0.04;2.35;2.44;1045.671778;100.06;170.0
IPCA SPREAD;MSGT13;2026-06-16;2031-11-15;IPCA + 7,0605%;5%;MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*) (**);9.6874;9.2530;9.4233;0.19;9.22;9.62;927.271953;93.66;749.0
